ObsSampleID,Date,Observer,Time_Start,Time_End,Activity,Duration
OS91115,7/3/2011,Obs1,16:40:31,17:00:31,Field work - returning to camp,0:20:00
OS91116,7/4/2011,Obs1,6:13:06,9:00:06,Field work - search for groups,2:47:00
OS91117,7/5/2011,Obs1,8:30:02,8:39:02,Field work - search for groups,0:09:00
OS91117,7/5/2011,Obs1,8:39:08,11:04:08,Field work - behavioral data,2:25:00
OS91117,7/5/2011,Obs1,11:04:56,11:06:56,Field work - returning to camp,0:02:00
OS91117,7/5/2011,Obs1,11:40:40,16:03:40,Field work - behavioral data,4:23:00
OS91117,7/5/2011,Obs1,16:03:44,16:06:44,Field work - returning to camp,0:03:00
OS91118,7/6/2011,Obs1,6:50:22,7:18:22,Field work - search for groups,0:28:00
OS91118,7/6/2011,Obs1,7:18:05,17:40:05,Field work - behavioral data,10:22:00
OS91118,7/6/2011,Obs1,17:40:17,17:47:17,Field work - returning to camp,0:07:00
OS91119,7/7/2011,Obs1,6:10:46,6:18:46,Field work - search for groups,0:08:00
OS91119,7/7/2011,Obs1,6:18:07,17:38:07,Field work - behavioral data,11:20:00
OS91119,7/7/2011,Obs1,17:38:19,17:45:19,Field work - returning to camp,0:07:00
OS91120,7/8/2011,Obs1,6:45:14,6:54:14,Field work - search for groups,0:09:00
OS91120,7/8/2011,Obs1,6:54:12,14:00:12,Field work - behavioral data,7:06:00
OS91120,7/8/2011,Obs1,14:25:42,17:05:42,Field work - behavioral data,2:40:00
OS91120,7/8/2011,Obs1,17:05:53,17:09:53,Field work - returning to camp,0:04:00
OS91123,7/11/2011,Obs1,6:00:17,6:58:17,Field work - search for groups,0:58:00
OS91123,7/11/2011,Obs1,6:58:22,12:36:22,Field work - behavioral data,5:38:00
OS91123,7/11/2011,Obs1,12:36:35,12:47:35,Field work - returning to camp,0:11:00
OS91128,7/16/2011,Obs1,6:40:00,7:09:00,Field work - search for groups,0:29:00
OS91128,7/16/2011,Obs1,7:09:17,18:00:17,Field work - behavioral data,10:51:00
OS91128,7/16/2011,Obs1,18:00:42,18:09:42,Field work - returning to camp,0:09:00
OS91129,7/17/2011,Obs1,5:50:33,6:50:33,Field work - search for groups,1:00:00
OS91129,7/17/2011,Obs1,6:50:55,17:40:55,Field work - behavioral data,10:50:00
OS91129,7/17/2011,Obs1,17:40:22,17:55:22,Field work - returning to camp,0:15:00
OS91130,7/18/2011,Obs1,6:30:48,6:50:48,Field work - search for groups,0:20:00
OS91130,7/18/2011,Obs1,6:50:36,16:20:36,Field work - behavioral data,9:30:00
OS91130,7/18/2011,Obs1,16:20:46,16:32:46,Field work - returning to camp,0:12:00
OS91134,7/22/2011,Obs1,7:15:48,7:27:48,Field work - search for groups,0:12:00
OS91134,7/22/2011,Obs1,7:27:58,13:12:58,Field work - behavioral data,5:45:00
OS91134,7/22/2011,Obs1,13:12:00,13:30:00,Field work - returning to camp,0:18:00
OS91134,7/22/2011,Obs1,13:40:33,16:20:33,Field work - search for groups,2:40:00
OS91134,7/22/2011,Obs1,16:20:09,16:50:09,Field work - returning to camp,0:30:00
OS91137,7/25/2011,Obs1,9:00:08,9:17:08,Field work - search for groups,0:17:00
OS91137,7/25/2011,Obs1,9:17:23,10:32:23,Field work - behavioral data,1:15:00
OS91137,7/25/2011,Obs1,11:30:27,11:36:27,Field work - search for groups,0:06:00
OS91137,7/25/2011,Obs1,11:36:50,15:12:50,Field work - behavioral data,3:36:00
OS91137,7/25/2011,Obs1,15:12:17,15:30:17,Field work - returning to camp,0:18:00
OS91138,7/26/2011,Obs1,12:47:44,13:00:44,Field work - search for groups,0:13:00
OS91138,7/26/2011,Obs1,13:00:43,17:30:43,Field work - behavioral data,4:30:00
OS91138,7/26/2011,Obs1,17:30:58,17:34:58,Field work - returning to camp,0:04:00
OS91139,7/27/2011,Obs1,6:18:09,6:50:09,Field work - search for groups,0:32:00
OS91139,7/27/2011,Obs1,6:50:22,14:25:22,Field work - behavioral data,7:35:00
OS91139,7/27/2011,Obs1,14:25:44,14:39:44,Field work - returning to camp,0:14:00
OS91140,7/28/2011,Obs1,7:52:36,8:10:36,Field work - search for groups,0:18:00
OS91140,7/28/2011,Obs1,8:10:11,16:20:11,Field work - behavioral data,8:10:00
OS91140,7/28/2011,Obs1,16:20:27,16:38:27,Field work - returning to camp,0:18:00
OS91141,7/29/2011,Obs1,7:15:41,7:50:41,Field work - search for groups,0:35:00
OS91141,7/29/2011,Obs1,7:50:56,16:30:56,Field work - behavioral data,8:40:00
OS91141,7/29/2011,Obs1,16:30:02,16:35:02,Field work - returning to camp,0:05:00
OS91144,9/6/2011,Obs1,8:49:35,9:42:35,Field work - search for groups,0:53:00
OS91144,9/6/2011,Obs1,9:42:02,17:20:02,Field work - behavioral data,7:38:00
OS91144,9/6/2011,Obs1,17:20:24,17:47:24,Field work - returning to camp,0:27:00
OS91145,9/7/2011,Obs1,6:15:42,6:41:42,Field work - search for groups,0:26:00
OS91145,9/7/2011,Obs1,6:41:16,17:27:16,Field work - behavioral data,10:46:00
OS91145,9/7/2011,Obs1,17:27:36,17:32:36,Field work - mapping trees,0:05:00
OS91145,9/7/2011,Obs1,17:32:46,17:39:46,Field work - returning to camp,0:07:00
OS91146,9/8/2011,Obs1,6:05:03,6:20:03,Field work - search for groups,0:15:00
OS91146,9/8/2011,Obs1,6:20:30,17:00:30,Field work - behavioral data,10:40:00
OS91146,9/8/2011,Obs1,17:00:02,17:20:02,Field work - returning to camp,0:20:00
OS91147,9/9/2011,Obs1,6:15:20,6:42:20,Field work - search for groups,0:27:00
OS91147,9/9/2011,Obs1,6:42:34,16:55:34,Field work - behavioral data,10:13:00
OS91147,9/9/2011,Obs1,16:55:58,17:08:58,Field work - returning to camp,0:13:00
OS91149,9/11/2011,Obs1,7:03:17,7:08:17,Field work - search for groups,0:05:00
OS91149,9/11/2011,Obs1,7:18:42,17:00:42,Field work - behavioral data,9:42:00
OS91149,9/11/2011,Obs1,17:00:37,17:35:37,Field work - returning to camp,0:35:00
OS91150,9/12/2011,Obs1,9:00:00,9:50:00,Field work - search for groups,0:50:00
OS91150,9/12/2011,Obs1,9:50:00,10:53:00,Field work - behavioral data,1:03:00
OS91150,9/12/2011,Obs1,10:53:00,11:10:00,Field work - returning to camp,0:17:00
OS91151,9/13/2011,Obs1,7:37:55,8:22:55,Field work - search for groups,0:45:00
OS91151,9/13/2011,Obs1,8:22:27,9:25:27,Field work - behavioral data,1:03:00
OS91151,9/13/2011,Obs1,9:25:37,10:35:37,Field work - search for groups,1:10:00
OS91151,9/13/2011,Obs1,10:35:20,15:08:20,Field work - behavioral data,4:33:00
OS91151,9/13/2011,Obs1,15:08:31,15:28:31,Field work - returning to camp,0:20:00
OS91152,9/14/2011,Obs1,15:15:10,15:26:10,Field work - search for groups,0:11:00
OS91152,9/14/2011,Obs1,15:26:45,17:40:45,Field work - behavioral data,2:14:00
OS91152,9/14/2011,Obs1,17:40:57,17:43:57,Field work - returning to camp,0:03:00
OS91154,9/16/2011,Obs1,8:21:11,8:30:11,Field work - search for groups,0:09:00
OS91154,9/16/2011,Obs1,8:49:48,9:02:48,Field work - search for groups,0:13:00
OS91154,9/16/2011,Obs1,9:02:01,15:50:01,Field work - behavioral data,6:48:00
OS91154,9/16/2011,Obs1,15:50:16,16:00:16,Field work - returning to camp,0:10:00
OS91155,9/17/2011,Obs1,7:00:58,7:25:58,Field work - search for groups,0:25:00
OS91155,9/17/2011,Obs1,7:25:07,17:00:07,Field work - behavioral data,9:35:00
OS91155,9/17/2011,Obs1,17:00:03,17:21:03,Field work - returning to camp,0:21:00
OS91157,9/19/2011,Obs1,6:44:34,8:46:34,Field work - search for groups,2:02:00
OS91157,9/19/2011,Obs1,8:46:40,14:35:40,Field work - behavioral data,5:49:00
OS91157,9/19/2011,Obs1,14:35:01,15:00:01,Field work - returning to camp,0:25:00
OS91158,9/20/2011,Obs1,7:22:39,7:41:39,Field work - search for groups,0:19:00
OS91158,9/20/2011,Obs1,7:41:01,7:55:01,Field work - habituation,0:14:00
OS91158,9/20/2011,Obs1,7:55:13,11:48:13,Field work - search for groups,3:53:00
OS91158,9/20/2011,Obs1,11:48:44,11:58:44,Field work - returning to camp,0:10:00
OS91158,9/20/2011,Obs1,13:36:12,14:30:12,Field work - search for groups,0:54:00
OS91158,9/20/2011,Obs1,14:30:05,14:40:05,Field work - habituation,0:10:00
OS91158,9/20/2011,Obs1,14:40:20,16:00:20,Field work - search for groups,1:20:00
OS91158,9/20/2011,Obs1,16:00:55,16:20:55,Field work - returning to camp,0:20:00
OS91163,9/25/2011,Obs1,14:15:44,14:20:44,Field work - search for groups,0:05:00
OS91163,9/25/2011,Obs1,14:20:55,17:20:55,Field work - behavioral data,3:00:00
OS91164,9/26/2011,Obs1,6:20:55,6:58:55,Field work - search for groups,0:38:00
OS91164,9/26/2011,Obs1,6:58:12,16:05:12,Field work - behavioral data,9:07:00
OS91164,9/26/2011,Obs1,16:05:07,16:25:07,Field work - returning to camp,0:20:00
OS91165,9/27/2011,Obs1,6:33:16,7:05:16,Field work - search for groups,0:32:00
OS91165,9/27/2011,Obs1,7:05:50,17:15:50,Field work - behavioral data,10:10:00
OS91165,9/27/2011,Obs1,17:15:49,17:45:49,Field work - returning to camp,0:30:00
OS91168,9/30/2011,Obs1,6:40:47,7:08:47,Field work - search for groups,0:28:00
OS91168,9/30/2011,Obs1,7:08:02,7:28:02,Field work - habituation,0:20:00
OS91168,9/30/2011,Obs1,7:29:18,8:19:18,Field work - search for groups,0:50:00
OS91168,9/30/2011,Obs1,8:19:58,13:00:58,Field work - behavioral data,4:41:00
OS91168,9/30/2011,Obs1,13:00:09,13:15:09,Field work - returning to camp,0:15:00
OS91169,10/1/2011,Obs1,6:40:37,7:27:37,Field work - search for groups,0:47:00
OS91169,10/1/2011,Obs1,7:27:51,16:20:51,Field work - behavioral data,8:53:00
OS91169,10/1/2011,Obs1,16:20:09,16:45:09,Field work - returning to camp,0:25:00
OS91170,10/2/2011,Obs1,6:30:25,6:58:25,Field work - search for groups,0:28:00
OS91170,10/2/2011,Obs1,6:58:21,11:58:21,Field work - behavioral data,5:00:00
OS91170,10/2/2011,Obs1,11:58:40,13:00:40,Field work - returning to camp,1:02:00
OS91170,10/2/2011,Obs1,13:00:29,13:29:29,Field work - search for groups,0:29:00
OS91170,10/2/2011,Obs1,13:29:32,16:03:32,Field work - behavioral data,2:34:00
OS91170,10/2/2011,Obs1,16:03:43,16:54:43,Field work - returning to camp,0:51:00
OS91172,10/4/2011,Obs1,8:19:59,9:09:59,Field work - search for groups,0:50:00
OS91172,10/4/2011,Obs1,9:09:13,9:47:13,Field work - habituation,0:38:00
OS91172,10/4/2011,Obs1,9:47:33,13:00:00,Field work - search for groups,3:12:27
OS91174,10/6/2011,Obs1,6:00:01,8:12:01,Field work - search for groups,2:12:00
OS91174,10/6/2011,Obs1,13:34:43,16:50:43,Field work - search for groups,3:16:00
OS91174,10/6/2011,Obs1,16:50:00,17:10:00,Field work - returning to camp,0:20:00
OS91175,10/7/2011,Obs1,6:35:06,7:10:06,Field work - search for groups,0:35:00
OS91175,10/7/2011,Obs1,7:10:23,16:20:23,Field work - behavioral data,9:10:00
OS91175,10/7/2011,Obs1,16:20:42,16:26:42,Field work - returning to camp,0:06:00
OS91176,10/8/2011,Obs1,6:41:49,9:42:49,Field work - search for groups,3:01:00
OS91176,10/8/2011,Obs1,9:42:05,10:10:05,Field work - habituation,0:28:00
OS91176,10/8/2011,Obs1,10:10:14,11:45:14,Field work - search for groups,1:35:00
OS91176,10/8/2011,Obs1,11:45:25,12:00:25,Field work - returning to camp,0:15:00
OS91177,10/9/2011,Obs1,6:36:00,15:55:00,Field work - behavioral data,9:19:00
OS91177,10/9/2011,Obs1,15:55:00,16:03:00,Field work - returning to camp,0:08:00
OS91179,10/11/2011,Obs1,6:10:56,14:50:56,Field work - search for groups,8:40:00
OS91179,10/11/2011,Obs1,14:50:21,15:00:21,Field work - returning to camp,0:10:00
OS91180,10/12/2011,Obs1,6:15:02,6:42:02,Field work - search for groups,0:27:00
OS91180,10/12/2011,Obs1,6:42:18,17:25:18,Field work - behavioral data,10:43:00
OS91180,10/12/2011,Obs1,17:25:09,17:39:09,Field work - returning to camp,0:14:00
OS91181,10/13/2011,Obs1,6:09:41,6:31:41,Field work - search for groups,0:22:00
OS91181,10/13/2011,Obs1,6:31:51,17:33:51,Field work - behavioral data,11:02:00
OS91181,10/13/2011,Obs1,17:33:33,17:50:33,Field work - returning to camp,0:17:00
OS91182,10/14/2011,Obs1,8:15:01,8:35:01,Field work - search for groups,0:20:00
OS91182,10/14/2011,Obs1,8:35:37,17:35:37,Field work - behavioral data,9:00:00
OS91182,10/14/2011,Obs1,17:35:10,17:55:10,Field work - returning to camp,0:20:00
OS91183,10/15/2011,Obs1,6:30:31,7:09:31,Field work - search for groups,0:39:00
OS91183,10/15/2011,Obs1,7:09:50,8:05:50,Field work - behavioral data,0:56:00
OS91185,10/17/2011,Obs1,6:36:00,16:30:00,Field work - behavioral data,9:54:00
OS91185,10/17/2011,Obs1,16:30:00,16:40:00,Field work - returning to camp,0:10:00
OS91187,10/19/2011,Obs1,6:10:09,6:45:09,Field work - search for groups,0:35:00
OS91187,10/19/2011,Obs1,6:45:23,13:01:23,Field work - behavioral data,6:16:00
OS91187,10/19/2011,Obs1,13:01:22,13:28:22,Field work - search for groups,0:27:00
OS91187,10/19/2011,Obs1,13:28:37,16:13:37,Field work - behavioral data,2:45:00
OS91187,10/19/2011,Obs1,16:13:00,16:25:00,Field work - returning to camp,0:12:00
OS91189,10/21/2011,Obs1,7:55:27,8:12:27,Field work - search for groups,0:17:00
OS91189,10/21/2011,Obs1,8:12:44,16:20:44,Field work - behavioral data,8:08:00
OS91189,10/21/2011,Obs1,16:20:26,16:25:26,Field work - returning to camp,0:05:00
OS91190,10/22/2011,Obs1,6:00:33,14:00:33,Field work - search for groups,8:00:00
OS91190,10/22/2011,Obs1,14:00:54,14:20:54,Field work - returning to camp,0:20:00
OS91191,10/23/2011,Obs1,5:45:31,6:04:31,Field work - search for groups,0:19:00
OS91191,10/23/2011,Obs1,6:04:53,10:15:53,Field work - behavioral data,4:11:00
OS91191,10/23/2011,Obs1,10:15:53,10:25:53,Field work - returning to camp,0:10:00
OS91192,10/24/2011,Obs1,6:38:22,7:09:22,Field work - search for groups,0:31:00
OS91192,10/24/2011,Obs1,7:09:39,17:00:39,Field work - behavioral data,9:51:00
OS91192,10/24/2011,Obs1,17:00:53,17:20:00,Field work - returning to camp,0:19:07
OS91194,10/26/2011,Obs1,6:00:38,12:00:38,Field work - search for groups,6:00:00
OS91195,10/27/2011,Obs1,6:07:44,6:34:44,Field work - search for groups,0:27:00
OS91195,10/27/2011,Obs1,6:34:53,13:50:53,Field work - behavioral data,7:16:00
OS91196,10/28/2011,Obs1,6:03:42,6:49:42,Field work - search for groups,0:46:00
OS91196,10/28/2011,Obs1,6:49:51,16:30:51,Field work - behavioral data,9:41:00
OS91196,10/28/2011,Obs1,16:30:22,16:55:22,Field work - search for groups,0:25:00
OS91196,10/28/2011,Obs1,16:55:30,17:11:30,Field work - returning to camp,0:16:00
OS91197,10/29/2011,Obs1,5:53:53,5:59:53,Field work - search for groups,0:06:00
OS91197,10/29/2011,Obs1,5:59:06,17:10:06,Field work - behavioral data,11:11:00
OS91197,10/29/2011,Obs1,17:10:35,17:13:35,Field work - returning to camp,0:03:00
OS91198,10/30/2011,Obs1,6:10:53,6:28:53,Field work - search for groups,0:18:00
OS91198,10/30/2011,Obs1,6:28:19,16:35:19,Field work - behavioral data,10:07:00
OS91198,10/30/2011,Obs1,16:35:50,16:40:50,Field work - returning to camp,0:05:00
OS91199,10/31/2011,Obs1,5:45:16,5:52:16,Field work - search for groups,0:07:00
OS91199,10/31/2011,Obs1,5:52:29,10:44:29,Field work - behavioral data,4:52:00
OS91199,10/31/2011,Obs1,10:44:33,10:54:33,Field work - returning to camp,0:10:00
OS91202,11/3/2011,Obs1,9:15:48,12:22:00,Field work - search for groups,3:06:12
OS91202,11/3/2011,Obs1,12:22:00,13:05:00,Field work - habituation,0:43:00
OS91202,11/3/2011,Obs1,13:05:00,15:00:00,Field work - search for groups,1:55:00
OS91203,11/4/2011,Obs1,6:25:18,13:00:18,Field work - search for groups,6:35:00
OS91203,11/4/2011,Obs1,13:00:09,13:26:09,Field work - returning to camp,0:26:00
OS91204,11/5/2011,Obs1,6:00:36,13:00:36,Field work - search for groups,7:00:00
OS91206,11/7/2011,Obs1,10:00:31,10:47:31,Field work - search for groups,0:47:00
OS91206,11/7/2011,Obs1,10:47:06,17:20:06,Field work - behavioral data,6:33:00
OS91206,11/7/2011,Obs1,17:20:17,17:39:17,Field work - mapping trees,0:19:00
OS91206,11/7/2011,Obs1,17:39:14,17:50:14,Field work - returning to camp,0:11:00
OS91208,11/9/2011,Obs1,6:00:05,6:32:05,Field work - search for groups,0:32:00
OS91208,11/9/2011,Obs1,6:32:03,9:40:03,Field work - behavioral data,3:08:00
OS91208,11/9/2011,Obs1,9:40:16,10:35:16,Field work - search for groups,0:55:00
OS91208,11/9/2011,Obs1,10:35:41,17:00:41,Field work - behavioral data,6:25:00
OS91208,11/9/2011,Obs1,17:00:49,17:05:49,Field work - returning to camp,0:05:00
OS91209,11/10/2011,Obs1,7:45:06,8:12:06,Field work - search for groups,0:27:00
OS91209,11/10/2011,Obs1,8:12:16,15:30:16,Field work - behavioral data,7:18:00
OS91209,11/10/2011,Obs1,15:30:03,15:55:03,Field work - search for groups,0:25:00
OS91209,11/10/2011,Obs1,15:55:19,16:20:19,Field work - behavioral data,0:25:00
OS91209,11/10/2011,Obs1,16:20:29,16:24:29,Field work - returning to camp,0:04:00
OS91212,11/13/2011,Obs1,6:00:44,6:21:44,Field work - search for groups,0:21:00
OS91212,11/13/2011,Obs1,6:21:55,17:00:55,Field work - behavioral data,10:39:00
OS91212,11/13/2011,Obs1,17:00:09,20:00:09,Field work - returning to camp,3:00:00
OS91213,11/14/2011,Obs1,5:36:42,5:50:42,Field work - search for groups,0:14:00
OS91213,11/14/2011,Obs1,5:50:30,17:00:30,Field work - behavioral data,11:10:00
OS91213,11/14/2011,Obs1,17:00:32,17:05:32,Field work - returning to camp,0:05:00
OS91214,11/15/2011,Obs1,5:53:24,16:55:24,Field work - behavioral data,11:02:00
OS91214,11/15/2011,Obs1,16:55:56,17:00:56,Field work - returning to camp,0:05:00
OS91217,11/18/2011,Obs1,14:30:00,15:05:00,Field work - search for groups,0:35:00
OS91217,11/18/2011,Obs1,17:40:00,18:00:00,Field work - returning to camp,0:20:00
OS91218,11/19/2011,Obs1,5:49:42,6:53:42,Field work - search for groups,1:04:00
OS91218,11/19/2011,Obs1,6:53:10,17:40:10,Field work - behavioral data,10:47:00
OS91218,11/19/2011,Obs1,17:40:24,17:55:24,Field work - returning to camp,0:15:00
OS91219,11/20/2011,Obs1,5:22:10,5:38:10,Field work - search for groups,0:16:00
OS91219,11/20/2011,Obs1,5:38:20,17:42:20,Field work - behavioral data,12:04:00
OS91219,11/20/2011,Obs1,17:42:30,17:55:30,Field work - returning to camp,0:13:00
OS91220,11/21/2011,Obs1,5:35:07,6:03:07,Field work - search for groups,0:28:00
OS91220,11/21/2011,Obs1,6:03:38,16:04:00,Field work - behavioral data,10:00:22
OS91220,11/21/2011,Obs1,16:04:00,16:20:00,Field work - returning to camp,0:16:00
OS91223,11/24/2011,Obs1,13:10:07,13:38:07,Field work - search for groups,0:28:00
OS91223,11/24/2011,Obs1,13:38:20,14:00:20,Field work - behavioral data,0:22:00
OS91223,11/24/2011,Obs1,14:00:33,14:39:33,Field work - search for groups,0:39:00
OS91223,11/24/2011,Obs1,14:39:54,17:15:54,Field work - behavioral data,2:36:00
OS91223,11/24/2011,Obs1,17:15:12,17:30:12,Field work - returning to camp,0:15:00
OS91224,11/25/2011,Obs1,5:36:41,5:50:41,Field work - search for groups,0:14:00
OS91224,11/25/2011,Obs1,5:50:09,17:35:09,Field work - behavioral data,11:45:00
OS91224,11/25/2011,Obs1,17:35:12,17:50:00,Field work - returning to camp,0:14:48
OS91225,11/26/2011,Obs1,5:20:07,5:43:07,Field work - search for groups,0:23:00
OS91225,11/26/2011,Obs1,5:43:49,17:35:49,Field work - behavioral data,11:52:00
OS91225,11/26/2011,Obs1,17:35:02,17:51:02,Field work - returning to camp,0:16:00
OS91226,11/27/2011,Obs1,5:20:00,5:43:00,Field work - search for groups,0:23:00
OS91226,11/27/2011,Obs1,5:43:00,17:25:00,Field work - behavioral data,11:42:00
OS91226,11/27/2011,Obs1,17:25:00,17:43:00,Field work - returning to camp,0:18:00
OS91227,11/28/2011,Obs1,5:20:43,5:45:43,Field work - search for groups,0:25:00
OS91227,11/28/2011,Obs1,5:45:54,17:32:54,Field work - behavioral data,11:47:00
OS91228,11/29/2011,Obs1,5:50:06,6:21:06,Field work - search for groups,0:31:00
OS91228,11/29/2011,Obs1,6:21:40,17:20:40,Field work - behavioral data,10:59:00
OS91228,11/29/2011,Obs1,17:20:49,17:42:49,Field work - returning to camp,0:22:00
OS91232,12/3/2011,Obs1,6:40:34,6:46:34,Field work - search for groups,0:06:00
OS91232,12/3/2011,Obs1,6:46:53,17:06:53,Field work - behavioral data,10:20:00
OS91232,12/3/2011,Obs1,17:06:15,17:30:15,Field work - returning to camp,0:24:00
OS91233,12/4/2011,Obs1,6:00:41,8:43:41,Field work - search for groups,2:43:00
OS91233,12/4/2011,Obs1,8:43:16,14:53:16,Field work - behavioral data,6:10:00
OS91233,12/4/2011,Obs1,13:20:31,13:58:31,Field work - search for groups,0:38:00
OS91233,12/4/2011,Obs1,14:53:42,15:00:42,Field work - returning to camp,0:07:00
OS91234,12/5/2011,Obs1,6:24:20,15:00:20,Field work - behavioral data,8:36:00
OS91234,12/5/2011,Obs1,15:00:00,15:20:00,Field work - returning to camp,0:20:00
OS99533,12/6/2011,Obs2,9:13:42,17:43:32,Field work - search for groups,8:29:50
OS99533,12/6/2011,Obs2,17:43:35,18:14:06,Field work - returning to camp,0:30:31
OS99534,12/7/2011,Obs2,6:17:51,16:53:07,Field work - search for groups,10:35:16
OS91236,12/7/2011,Obs1,9:44:40,10:06:40,Field work - search for groups,0:22:00
OS91236,12/7/2011,Obs1,10:06:51,17:00:51,Field work - behavioral data,6:54:00
OS99534,12/7/2011,Obs2,16:53:51,18:08:44,Field work - returning to camp,1:14:53
OS91236,12/7/2011,Obs1,17:00:04,17:43:04,Field work - returning to camp,0:43:00
OS91237,12/8/2011,Obs1,6:00:29,7:20:29,Field work - search for groups,1:20:00
OS99535,12/8/2011,Obs2,6:30:08,15:57:23,Field work - search for groups,9:27:15
OS91237,12/8/2011,Obs1,7:20:38,16:40:38,Field work - behavioral data,9:20:00
OS99535,12/8/2011,Obs2,15:57:11,16:28:11,Field work - returning to camp,0:31:00
OS91237,12/8/2011,Obs1,16:40:49,17:15:00,Field work - returning to camp,0:34:11
OS99536,12/9/2011,Obs2,6:26:20,14:28:40,Field work - search for groups,8:02:20
OS91238,12/9/2011,Obs1,8:20:19,9:56:19,Field work - search for groups,1:36:00
OS91238,12/9/2011,Obs1,9:56:10,17:00:10,Field work - behavioral data,7:04:00
OS91238,12/9/2011,Obs1,17:00:18,17:05:18,Field work - returning to camp,0:05:00
OS91239,12/10/2011,Obs1,5:23:25,5:38:25,Field work - search for groups,0:15:00
OS91239,12/10/2011,Obs1,5:38:30,16:30:30,Field work - behavioral data,10:52:00
OS99538,12/10/2011,Obs2,8:11:30,15:38:28,Field work - search for groups,7:26:58
OS99538,12/10/2011,Obs2,15:38:01,15:43:01,Field work - returning to camp,0:05:00
OS91239,12/10/2011,Obs1,16:30:25,16:35:25,Field work - returning to camp,0:05:00
OS91240,12/11/2011,Obs1,5:45:26,5:51:26,Field work - search for groups,0:06:00
OS91240,12/11/2011,Obs1,5:51:08,10:00:08,Field work - darting,4:09:00
OS99537,12/11/2011,Obs2,7:59:59,10:00:40,Field work - darting,2:00:41
OS91240,12/11/2011,Obs1,10:00:40,10:10:40,Field work - returning to camp,0:10:00
OS99537,12/11/2011,Obs2,10:00:40,10:13:40,Field work - returning to camp,0:13:00
OS91240,12/11/2011,Obs1,12:26:13,13:52:13,Field work - search for groups,1:26:00
OS99537,12/11/2011,Obs2,13:40:13,13:55:43,Field work - other,0:15:30
OS91240,12/11/2011,Obs1,13:52:36,17:23:36,Field work - behavioral data,3:31:00
OS99537,12/11/2011,Obs2,13:55:40,17:34:21,Field work - other,3:38:41
OS91240,12/11/2011,Obs1,17:23:48,17:37:48,Field work - returning to camp,0:14:00
OS91241,12/12/2011,Obs1,6:07:05,6:25:05,Field work - search for groups,0:18:00
OS91241,12/12/2011,Obs1,6:25:13,16:49:13,Field work - behavioral data,10:24:00
OS99539,12/12/2011,Obs2,10:22:40,13:00:40,Field work - search for groups,2:38:00
OS99539,12/12/2011,Obs2,13:00:40,13:12:40,Field work - returning to camp,0:12:00
OS99539,12/12/2011,Obs2,15:25:40,16:02:40,Field work - other,0:37:00
OS99539,12/12/2011,Obs2,16:02:40,16:45:40,Field work - other,0:43:00
OS99539,12/12/2011,Obs2,16:45:40,16:57:40,Field work - returning to camp,0:12:00
OS91241,12/12/2011,Obs1,16:49:42,17:02:42,Field work - returning to camp,0:13:00
OS99540,12/13/2011,Obs2,14:15:40,15:00:40,Field work - other,0:45:00
OS99540,12/13/2011,Obs2,15:00:40,19:00:40,Field work - other,4:00:00
OS91244,12/15/2011,Obs1,14:15:50,15:00:50,Field work - search for groups,0:45:00
OS91244,12/15/2011,Obs1,15:00:21,16:51:21,Field work - ranging data,1:51:00
OS91244,12/15/2011,Obs1,16:51:04,17:07:04,Field work - returning to camp,0:16:00
OS91245,12/16/2011,Obs1,6:11:06,6:43:06,Field work - search for groups,0:32:00
OS91245,12/16/2011,Obs1,6:43:06,8:00:06,Field work - behavioral data,1:17:00
OS91245,12/16/2011,Obs1,8:39:51,8:49:51,Field work - search for groups,0:10:00
OS91245,12/16/2011,Obs1,8:49:40,10:00:40,Field work - behavioral data,1:11:00
OS91245,12/16/2011,Obs1,11:56:18,12:10:18,Field work - search for groups,0:14:00
OS91245,12/16/2011,Obs1,12:10:46,16:20:46,Field work - behavioral data,4:10:00
OS91245,12/16/2011,Obs1,16:20:08,17:05:08,Field work - mapping trees,0:45:00
OS91246,12/17/2011,Obs1,7:19:37,12:00:37,Field work - search for groups,4:41:00
OS91248,12/19/2011,Obs1,6:31:13,12:16:13,Field work - search for groups,5:45:00
OS91248,12/19/2011,Obs1,12:16:29,12:26:29,Field work - search for groups,0:10:00
OS91248,12/19/2011,Obs1,12:26:20,15:20:20,Field work - behavioral data,2:54:00
OS91248,12/19/2011,Obs1,15:20:29,16:06:29,Field work - search for groups,0:46:00
OS91248,12/19/2011,Obs1,16:06:02,17:15:02,Field work - behavioral data,1:09:00
OS91248,12/19/2011,Obs1,17:15:02,17:30:02,Field work - returning to camp,0:15:00
OS91249,12/20/2011,Obs1,14:07:07,15:51:07,Field work - search for groups,1:44:00
OS91249,12/20/2011,Obs1,15:51:31,16:04:31,Field work - behavioral data,0:13:00
OS91250,12/21/2011,Obs1,6:30:49,7:59:49,Field work - search for groups,1:29:00
OS91250,12/21/2011,Obs1,7:59:24,8:44:24,Field work - behavioral data,0:45:00
OS91250,12/21/2011,Obs1,8:44:36,9:07:36,Field work - returning to camp,0:23:00
OS91250,12/21/2011,Obs1,9:07:40,11:45:40,Field work - search for groups,2:38:00
OS91250,12/21/2011,Obs1,11:45:50,12:20:50,Field work - returning to camp,0:35:00
OS91250,12/21/2011,Obs1,13:10:25,16:00:25,Field work - search for groups,2:50:00
